Price,ZAR
Ticker,USDZAR=X
Date,
2010-05-28,7.606599807739258
2010-05-31,7.656799793243408
2010-06-01,7.704800128936768
2010-06-02,7.653800010681152
2010-06-03,7.658100128173828
2010-06-04,7.780300140380859
2010-06-07,7.806600093841553
2010-06-08,7.723599910736084
2010-06-09,7.77400016784668
2010-06-10,7.685800075531006
2010-06-11,7.664299964904785
2010-06-14,7.662899971008301
2010-06-15,7.576200008392334
2010-06-16,7.575799942016602
2010-06-17,7.574999809265137
2010-06-18,7.4980998039245605
2010-06-21,7.49459981918335
2010-06-22,7.554590225219727
2010-06-23,7.51639986038208
2010-06-24,7.576000213623047
2010-06-25,7.606800079345703
2010-06-28,7.562900066375732
2010-06-29,7.668399810791016
2010-06-30,7.667699813842773
2010-07-01,7.7342000007629395
2010-07-02,7.724100112915039
2010-07-05,7.745200157165527
2010-07-06,7.653800010681152
2010-07-07,7.613800048828125
2010-07-08,7.560500144958496
2010-07-09,7.585299968719482
2010-07-12,7.608799934387207
2010-07-13,7.50439977645874
2010-07-14,7.521100044250488
2010-07-15,7.538899898529053
2010-07-16,7.577099800109863
2010-07-19,7.627099990844727
2010-07-20,7.55019998550415
2010-07-21,7.537499904632568
2010-07-22,7.432700157165527
2010-07-23,7.421800136566162
2010-07-26,7.329500198364258
2010-07-27,7.3256001472473145
2010-07-28,7.330840110778809
2010-07-29,7.320799827575684
2010-07-30,7.287700176239014
2010-08-02,7.293499946594238
2010-08-03,7.256999969482422
2010-08-04,7.257500171661377
2010-08-05,7.262199878692627
2010-08-06,7.243000030517578
2010-08-09,7.215970039367676
2010-08-10,7.184500217437744
2010-08-11,7.203499794006348
2010-08-12,7.305200099945068
2010-08-13,7.2870001792907715
2010-08-16,7.29640007019043
2010-08-17,7.265999794006348
2010-08-18,7.256999969482422
2010-08-19,7.263000011444092
2010-08-20,7.312099933624268
2010-08-23,7.315999984741211
2010-08-24,7.360499858856201
2010-08-25,7.360899925231934
2010-08-26,7.314499855041504
2010-08-27,7.302499771118164
2010-08-30,7.295000076293945
2010-08-31,7.3354997634887695
2010-09-01,7.368500232696533
2010-09-02,7.273900032043457
2010-09-03,7.2270002365112305
2010-09-06,7.167500019073486
2010-09-07,7.2195000648498535
2010-09-08,7.251200199127197
2010-09-09,7.224999904632568
2010-09-10,7.209499835968018
2010-09-13,7.1585001945495605
2010-09-14,7.110499858856201
2010-09-15,7.077000141143799
2010-09-16,7.09250020980835
2010-09-17,7.135000228881836
2010-09-20,7.135499954223633
2010-09-21,7.117499828338623
2010-09-22,7.047999858856201
2010-09-23,7.028500080108643
2010-09-24,7.052999973297119
2010-09-27,7.010499954223633
2010-09-28,7.008999824523926
2010-09-29,6.934000015258789
2010-09-30,6.953999996185303
2010-10-01,6.951499938964844
2010-10-04,6.922999858856201
2010-10-05,6.985000133514404
2010-10-06,6.88700008392334
2010-10-07,6.85099983215332
2010-10-08,6.877500057220459
2010-10-11,6.828000068664551
2010-10-12,6.865600109100342
2010-10-13,6.8354997634887695
2010-10-14,6.810999870300293
2010-10-15,6.7754998207092285
2010-10-18,6.798500061035156
2010-10-19,6.863999843597412
2010-10-20,6.954999923706055
2010-10-21,6.925000190734863
2010-10-22,6.9704999923706055
2010-10-25,6.929500102996826
2010-10-26,6.905099868774414
2010-10-27,6.934500217437744
2010-10-28,7.064000129699707
2010-10-29,7.064000129699707
2010-11-01,6.9670000076293945
2010-11-02,6.96999979019165
2010-11-03,6.888599872589111
2010-11-04,6.860000133514404
2010-11-05,6.7855000495910645
2010-11-08,6.771999835968018
2010-11-09,6.832499980926514
2010-11-10,6.866000175476074
2010-11-11,6.896999835968018
2010-11-12,6.921999931335449
2010-11-15,6.945000171661377
2010-11-16,6.9695000648498535
2010-11-17,7.032599925994873
2010-11-18,7.002500057220459
2010-11-19,6.957399845123291
2010-11-22,6.970200061798096
2010-11-23,6.988800048828125
2010-11-24,7.0995001792907715
2010-11-25,7.0503997802734375
2010-11-26,7.0258002281188965
2010-11-29,7.099899768829346
2010-11-30,7.1203999519348145
2010-12-01,7.093400001525879
2010-12-02,7.021200180053711
2010-12-03,6.900599956512451
2010-12-06,6.847489833831787
2010-12-07,6.883500099182129
2010-12-08,6.898600101470947
2010-12-09,6.902599811553955
2010-12-10,6.86269998550415
2010-12-13,6.843999862670898
2010-12-14,6.8302998542785645
2010-12-15,6.8155999183654785
2010-12-16,6.855500221252441
2010-12-17,6.823800086975098
2010-12-20,6.823999881744385
2010-12-21,6.836999893188477
2010-12-22,6.828800201416016
2010-12-23,6.784999847412109
2010-12-24,6.749000072479248
2010-12-27,6.740200042724609
2010-12-28,6.706999778747559
2010-12-29,6.666200160980225
2010-12-30,6.626299858093262
2010-12-31,6.622399806976318
2011-01-03,6.576300144195557
2011-01-04,6.6178998947143555
2011-01-05,6.643400192260742
2011-01-06,6.701000213623047
2011-01-07,6.788000106811523
